url,codigo,nome,nome_ingles,nome_cientifico,grupo,marca,Energia (kJ),Energia (kcal),Umidade (g),Carboidrato total (g),Carboidrato disponível (g),Proteína (g),Lipídios (g),Fibra alimentar (g),Álcool (g),Cinzas (g),Colesterol (mg),Ácidos graxos saturados (g),Ácidos graxos monoinsaturados (g),Ácidos graxos poliinsaturados (g),Ácidos graxos trans (g),Cálcio (mg),Ferro (mg),Sódio (mg),Magnésio (mg),Fósforo (mg),Potássio (mg),Zinco (mg),Cobre (mg),Selênio (mcg),Vitamina A (RE) (mcg),Vitamina A (RAE) (mcg),Vitamina D (mcg),Alfa-tocoferol (Vitamina E) (mg),Tiamina (mg),Riboflavina (mg),Niacina (mg),Vitamina B6 (mg),Vitamina B12 (mcg),Vitamina C (mg),Equivalente de folato (mcg),Sal de adição (g),Açúcar de adição (g),Colesterol (g),Gordura de adição (g),Proteína animal (g),Proteína vegetal (g)
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0211B,C0211B,"Acelga, cozida, drenada, s/ óleo, s/ sal","Chard, boiled, drained, without oil, unsalted", ,Vegetais e derivados,,93,22,"93,4","4,39","3,25","1,47","0,11","1,14","0,00","0,65","0,00","0,02","0,02","0,04","0,00","41,7","0,21","0,90","6,36","36,7",122,"0,23","0,10","0,73","69,2","34,6","0,00","1,02","0,03",tr,tr,"0,10","0,00","9,20","3,78","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0007B,C0007B,"Acelga, crua","Chard, raw", ,Vegetais e derivados,,97,23,"93,2","4,63","3,51","1,44","0,11","1,12","0,00","0,63","0,00","0,02","0,02","0,04","0,00","43,0","0,27","1,18","10,4","40,0",239,"0,31","0,10","0,84",324,162,"0,00","1,00","0,04",tr,tr,"0,16","0,00","22,5","7,42","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0202B,C0202B,"Acelga, refogada (c/ óleo, cebola e alho), c/ sal","Chard, braised (with oil, onion and garlic), with salt", ,Vegetais e derivados,,145,35,"91,4","4,73","3,48","1,60","1,31","1,26","0,00","0,99","0,00","0,20","0,30","0,76","0,00","43,9","0,29",129,"11,2","43,7",255,"0,32","0,11","0,83","67,8","33,9","0,00","1,16","0,04",tr,tr,"0,15","0,00","14,0","5,89","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0201B,C0201B,"Acelga, refogada, (c/ óleo, cebola e alho), s/ sal","Chard, braised (with oil, onion and garlic), unsalted", ,Vegetais e derivados,,150,36,"91,4","5,05","3,79","1,60","1,31","1,26","0,00","0,67","0,00","0,20","0,30","0,76","0,00","43,8","0,29","1,28","11,2","43,7",255,"0,32","0,11","0,82","67,8","33,9","0,00","1,16","0,04",tr,tr,"0,15","0,00","14,0","5,89","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0004C,C0004C,"Acerola, madura, polpa","Brazilian fruit, ´acerola´, mature, pulp",Malpighia spp. ,Frutas e derivados,,128,30,"91,7","6,89","5,13","0,71","0,38","1,75","0,00","0,34","0,00","0,09","0,10","0,11","0,00","36,8",tr,"0,67","10,9","21,4",138,"0,11","0,05","0,58",207,103,"0,00",NA,tr,"0,07","0,69",tr,"0,00",1505,"13,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0129K,C0129K,"Achocolatado,  ""Ovomaltine""",Chocolate powder, ,Produtos açucarados,Ovomaltine,1587,373,"1,43","93,3","93,3","0,00","0,00","0,00","0,00","5,24","0,00","0,00","0,00","0,00","0,00",909,"16,4",636,"0,00","0,00","0,00","13,6","1,82","0,00",1365,1365,"9,10","12,3","1,36","0,00","18,2","1,82","0,00","54,5","0,00",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0002K,C0002K,"Achocolatado, em pó",Chocolate powder, ,Produtos açucarados,Nescau,1650,390,"1,90","88,2","83,2","5,00","3,00","5,00","0,00","1,90",tr,"1,52","0,83","0,42","0,01","44,0","5,32","64,3","76,1",198,492,"1,03","0,56",NA,NA,NA,"0,00","0,14","1,37","1,01","4,95","1,51","0,35",tr,"5,96",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0003K,C0003K,"Achocolatado, em pó",Chocolate powder, ,Produtos açucarados,Toddy,1686,398,"0,49","93,3","90,8","3,00","1,92","2,45","0,00","1,29",tr,"0,97","0,53","0,27","0,01","44,7","5,39","65,2","77,2",201,499,"1,05","0,56",NA,NA,"0,00","0,00","0,09","1,39","1,03","5,02","1,53","0,35",tr,"6,05",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0001K,C0001K,"Achocolatado, em pó (média diferentes amostras)",Chocolate powder (average of several samples), ,Produtos açucarados,,1679,397,"0,70","91,6","85,6","4,07","2,89","5,96","0,00","0,78","0,00","1,47","0,80","0,40","0,01","44,6","5,38","65,1","77,1",200,498,"1,04","0,56","2,70",795,795,"0,00","0,14","1,39","1,02","5,01","1,53","0,00",tr,"6,05",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0101N,C0101N,"Achocolatado, em pó, sem adição de açúcar","Cocoa, dry mix, without sugar", ,Alimentos para fins especiais,,1530,362,"3,40","71,9","64,4","15,5","3,00","7,50","0,00","6,18","0,00","1,78","0,98","0,09",NA,576,"4,96",876,208,893,2702,"3,44","0,73","16,9","4,00","4,00","0,00","0,04","0,27","1,40","1,08","0,32","1,18","0,00","14,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0004K,C0004K,Açúcar (média de diferentes tipos),Sugar (mean of the different types), ,Produtos açucarados,,1678,395,"0,81","98,3","98,3","0,35","0,02",NA,"0,00","0,49","0,00","0,00","0,00","0,00",NA,"45,9","2,17","12,5","27,2","12,7",176,"0,16","0,06",NA,"0,00","0,00","0,00","0,00",tr,"0,03",tr,tr,"0,00",tr,"0,00","0,00","100,0",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0005K,C0005K,"Açúcar, cristal","Sugar, granulated", ,Produtos açucarados,,1699,400,"0,05","99,6","99,6","0,32",tr,"0,00","0,00",tr,"0,00","0,00","0,00","0,00","0,00","7,59","0,16",tr,"1,01",tr,"2,56",tr,tr,"0,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,0",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0704N,C0704N,"Açúcar, light (20% sacarose + edulcorante)","Sugar, light (20% sucrose + sweetener)", ,Açúcares e doces,,338,80,"0,60","19,9","19,9","0,03",tr,"0,00","0,00","0,10",,"0,00","0,00","0,00","0,00","9,20","0,43","2,44","5,44","2,54","55,2",tr,tr,"0,12","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,0","0,00","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0703N,C0703N,"Açúcar, light (50% sacarose ou maltodextrina + edulcorante)","Sugar, light (50% sucrose or maltodextrin + sweetener)", ,Açúcares e doces,,842,198,"0,80","49,4","49,4","0,08",tr,"0,00","0,00","0,25",,"0,00","0,00","0,00","0,00","23,0","1,08","6,20","13,6","6,30","88,0",tr,tr,"0,30","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,0","0,00","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0006K,C0006K,"Açúcar, mascavo","Sugar, brown", ,Produtos açucarados,,1622,382,"3,32","94,4","94,4","0,76","0,09","0,00","0,00","1,38","0,00","0,00","0,00","0,00","0,00",126,"8,30","25,2","79,9","38,2",521,"0,48","0,17","1,20","0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,04","0,00","0,00","0,98","0,00","100,0",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0007K,C0007K,"Açúcar, refinado (média de diferentes amostras)",Sugar powered (mean of the several samples), ,Produtos açucarados,,1686,397,"0,23","99,0","99,0","0,16",tr,"0,00","0,00","0,58","0,00","0,00","0,00","0,00","0,00","3,50","0,11","12,2","0,55",tr,"6,35",tr,tr,"0,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,0",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0090N,C0090N,"Adoçante, aspartame, em pó","Sweeteners, aspartame, powder", ,Alimentos para fins especiais,,1551,365,"8,75","89,1","89,1","2,17","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,00","0,00","0,00","4,00","0,01","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0042N,C0042N,"Adoçante, sacarina, em pó","Sweeteners, saccharin, powder", ,Alimentos para fins especiais,,1531,360,"8,75","90,1","90,1","0,00","0,00","0,00","0,00","1,20","0,00","0,00","0,00","0,00","0,00","0,00","0,04",428,"0,00","0,00","4,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0056N,C0056N,"Adoçante, sucralose, em pó","Sweeteners, sucralose, powder", ,Alimentos para fins especiais,,1550,365,"8,83","91,2","91,2","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,00","0,00","0,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0220B,C0220B,"Agrião, cozido, drenado, c/ óleo de soja, c/ sal","Watercress, boiled, drained, with soy oil, with salt", ,Vegetais e derivados,,196,47,"89,3","2,88","0,66","3,54","2,88","2,22","0,00","1,41","0,00","0,50","0,60","1,61","0,00",138,"1,68",136,"16,2","60,5",136,"0,64","0,16","0,20",484,242,"0,00","5,32","0,09","0,20","1,03","0,08","0,00","32,0","7,41","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0219B,C0219B,"Agrião, cozido, drenado, c/ óleo de soja, s/ sal","Watercress, boiled, drained, with soy oil, unsalted", ,Vegetais e derivados,,197,47,"89,6","2,89","0,67","3,55","2,89","2,23","0,00","1,10","0,00","0,50","0,60","1,61","0,00",138,"1,69","9,03","16,2","60,7",137,"0,64","0,16","0,20",485,242,"0,00","5,34","0,09","0,20","1,03","0,08","0,00","32,1","7,44","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0914B,C0914B,"Agrião, cozido, drenado, s/ óleo, c/ sal","Watercress, cooked, drained, whitout oil, whit salt", ,Vegetais e derivados,,111,26,"91,5","2,95","0,68","3,63","0,51","2,27","0,00","1,44","0,00","0,14","0,04","0,18","0,00",141,"1,72",137,"16,6","62,0",140,"0,66","0,15","0,21",463,231,"0,00","5,16","0,09","0,20","1,06","0,08","0,00","32,7","7,59","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0162B,C0162B,"Agrião, cozido, drenado, s/ óleo, s/ sal","Watercress, boiled, drained, without oil, unsalted",Nasturtium officinale ,Vegetais e derivados,,111,27,"91,8","2,96","0,68","3,64","0,52","2,28","0,00","1,12","0,00","0,14","0,04","0,18","0,00",141,"1,73","9,26","16,6","62,2",140,"0,66","0,15","0,21",465,232,"0,00","5,18","0,09","0,20","1,06","0,08","0,00","32,8","7,62","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0008B,C0008B,"Agrião, cru","Watercress, raw",Nasturtium officinale ,Vegetais e derivados,,96,23,"92,8","2,58","0,59","3,17","0,45","1,98","0,00","0,98","0,00","0,12","0,04","0,16","0,00",129,"2,00","10,7","24,1","60,1",244,"0,76","0,14","0,20",449,224,"0,00","4,50","0,13","0,27","1,42","0,11","0,00","71,4","13,3","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0214B,C0214B,"Aipo (salsão), cozido, drenado, s/ óleo, c/ sal","Celery, boiled, drained, without oil, with salt", ,Vegetais e derivados,,82,19,"93,2","4,38","3,33","0,83","0,08","1,05","0,00","1,50","0,00","0,02","0,01","0,04","0,00","68,2","0,60",135,"5,85","27,8",150,"0,12","0,33","0,54",904,452,"0,00","0,12",tr,tr,tr,"0,13","0,00","2,59","26,7","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0213B,C0213B,"Aipo (salsão), cozido, drenado, s/ óleo, s/ sal","Celery, boiled, drained, without oil, unsalted",Apium graveolens ,Vegetais e derivados,,87,21,"93,2","4,70","3,65","0,83","0,08","1,05","0,00","1,18","0,00","0,02","0,01","0,04","0,00","68,2","0,59","7,85","5,85","27,8",150,"0,12","0,33","0,53",904,452,"0,00","0,12",tr,tr,tr,"0,13","0,00","2,59","26,7","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0065B,C0065B,"Aipo (salsão), cru","Celery, raw",Apium graveolens L.,Vegetais e derivados,,79,19,"93,8","4,27","3,32","0,76","0,07","0,96","0,00","1,07","0,00","0,02","0,01","0,03","0,00","65,2","0,72","9,52","8,86","28,0",273,"0,14","0,31","0,54",913,456,"0,00","0,11",tr,tr,tr,"0,18","0,00","5,88","48,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0216B,C0216B,"Aipo (salsão), refogado (c/ óleo, cebola e alho), c/ sal","Celery, braised (with oil, onion and garlic), with salt", ,Vegetais e derivados,,177,42,"88,3","7,05","5,43","1,33","1,32","1,62","0,00","2,02","0,00","0,21","0,28","0,77","0,00",102,"1,14",142,"14,6","47,2",439,"0,24","0,50","0,87",1274,637,"0,00","0,33",tr,tr,tr,"0,26","0,00","5,92","53,4","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0215B,C0215B,"Aipo (salsão), refogado (c/ óleo, cebola e alho), s/ sal","Celery, braised (with oil, onion and garlic), unsalted", ,Vegetais e derivados,,182,43,"88,3","7,37","5,75","1,33","1,32","1,62","0,00","1,70","0,00","0,21","0,28","0,77","0,00",101,"1,14","14,8","14,6","47,2",439,"0,24","0,50","0,87",1274,637,"0,00","0,33",tr,tr,tr,"0,26","0,00","5,92","53,4","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1128B,C1128B,"Alcachofra, assada, c/ azeite de oliva, pimenta do reino, c/ sal","Artichoke, roasted, with olive oil, black pepper, with salt", ,Vegetais e derivados,,334,80,"80,1","11,3","5,53","3,47","3,64","5,75","0,00","1,52",,"0,56","2,55","0,46","0,00","47,4","1,39",227,"63,7","95,4",390,"0,52","0,25","0,22","1,90","1,00","0,00","0,68","0,07","0,07","1,06","0,11","0,00","10,5","71,8","0,00","0,32","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1127B,C1127B,"Alcachofra, assada, s/ óleo, c/ sal","Artichoke, roasted, without oil, with salt", ,Vegetais e derivados,,210,50,"83,1","11,6","5,65","3,59","0,16","5,92","0,00","1,56",,"0,04","0,01","0,07","0,00","48,3","1,40",230,"65,8","98,7",405,"0,54","0,25","0,22","1,97","0,99","0,00","0,21","0,07","0,07","1,09","0,11","0,00","10,9","74,6","0,00","0,32","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0915B,C0915B,"Alcachofra, cozida, drenada, s/ óleo, c/ sal","Artichokes, cooked, drained, without oil, with salt",Cynara scolymus ,Vegetais e derivados,,213,51,"83,8","11,9","6,23","2,88","0,34","5,68","0,00","1,06","0,00","0,08","0,01","0,14","0,00","21,0","0,61",187,"41,9","72,8",285,"0,60","0,13","0,00","0,00","0,00","0,00","0,19","0,05","0,09","1,11","0,08","0,00","7,38","88,7","0,32","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0460B,C0460B,"Alcachofra, cozida, drenada, s/ sal","Artichokes, cooked, drained, without salt",Cynara scolymus ,Vegetais e derivados,,214,51,"84,1","11,9","6,25","2,89","0,34","5,70","0,00","0,74","0,00","0,08","0,01","0,14","0,00","21,0","0,61","60,0","42,0","73,0",286,"0,60","0,23","0,20","0,00","0,00","0,00","0,19","0,05","0,09","1,11","0,08","0,00","7,40","89,0","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1117B,C1117B,"Alcachofra, crua","Artichoke, raw",Cynara cardunculus var. scolymus,Vegetais e derivados,,192,46,"84,9","10,6","5,15","3,27","0,15","5,40","0,00","1,13",,"0,04","0,01","0,06","0,00","44,0","1,28","94,0","60,0","90,0",370,"0,49","0,23","0,20","2,00","1,00","0,00","0,19","0,07","0,07","1,05","0,12","0,00","11,7","68,0","0,00","0,00","0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0703B,C0703B,"Alcaparra, conserva, drenada","Capers, canned",Capparis spinosa ,Vegetais e derivados,,155,37,"83,9","4,89","4,89","2,36","0,86","0,00","0,00","8,04","0,00","0,23","0,06","0,30","0,00","40,0","1,67",2348,"33,0","10,00","40,0","0,32","0,37","1,20",NA,"7,00","0,00","0,88","0,02","0,14","0,65","0,02","0,00","4,30","23,0",NA,NA,,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0824B,C0824B,"Alecrim, seco","Rosemary, dried",Rosmarinus officinalis ,Vegetais e derivados,,1352,328,"9,31","64,1","21,5","4,88","15,2","42,6","0,00","6,53","0,00","7,37","3,01","2,34","0,00",1280,"29,3","50,0",220,"70,0",955,"3,23","0,55","4,60",NA,156,"0,00",NA,"0,51","0,43","1,00","1,74","0,00","61,2",307,"0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0226K,C0226K,Aletria doce,Sweet vermicelli, ,Açúcares e doces,,640,153,"69,1","20,9","20,4","3,42","5,94","0,51","0,41","0,62",,"3,01","1,83","0,39","0,08","84,0","0,57","42,9","10,2","80,6",116,"0,49","0,03","5,26","82,4","81,5","1,08","0,97","0,04","0,16","1,10",tr,"0,33","0,41","23,9","12,0","0,00","89,0",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0063B,C0063B,"Alface, americana, crua","Lettuce, Iceberg (crisphead), raw",Lactuca sativa L.,Vegetais e derivados,,25,6,"97,7","1,50","0,26","0,41","0,11","1,24","0,00","0,28","0,00","0,02",tr,"0,06","0,00","11,7","0,22","5,93","4,65","15,7",110,"0,18","0,02","0,20",317,158,"0,00","0,13","0,02",tr,tr,"0,03","0,00","8,89","13,3","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0060B,C0060B,"Alface, crespa, crua","Lettuce, crinkly, raw",Lactuca sativa L.,Vegetais e derivados,,43,10,"96,1","1,70","0,00","1,35","0,16","1,83","0,00","0,70","0,00","0,02",tr,"0,09","0,00","38,0","0,40","3,38","11,0","25,8",267,"0,25","0,03","0,20",329,164,"0,00","0,23","0,11","0,12","1,09",tr,"0,00","15,6","29,6","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0009B,C0009B,"Alface, crua","Lettuce, raw",Lactuca sativa L.,Vegetais e derivados,,37,9,"96,4","1,79","0,00","1,08","0,12","1,87","0,00","0,56","0,00","0,02",tr,"0,08","0,00","37,5","0,75","4,20","12,7","26,0",311,"0,29","0,03","0,20",364,182,"0,00","0,18","0,10","0,10","0,92","0,04","0,00","18,5","26,9","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0061B,C0061B,"Alface, lisa, crua","Lettuce, butterhead, raw",Lactuca sativa L.,Vegetais e derivados,,54,13,"95,0","2,43","0,10","1,69","0,12","2,33","0,00","0,76","0,00","0,02",tr,"0,07","0,00","27,5","0,61","4,23","9,11","26,1",348,"0,35","0,03","0,20",380,190,"0,00","0,18","0,09","0,08","0,75","0,07","0,00","21,4","37,8","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0062B,C0062B,"Alface, roxa, crua","Lettuce, Lollo rossa, raw",Lactuca sativa L.,Vegetais e derivados,,47,11,"95,7","2,49","0,48","0,91","0,19","2,01","0,00","0,68","0,00","0,01",tr,"0,06","0,00","33,8","2,48","7,12","9,31","51,1",308,"0,23","0,04","0,20",311,155,"0,00","0,13",tr,tr,tr,tr,"0,00","13,5","35,3","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0067B,C0067B,"Alfavaca, crua","Basil, ´Alfavaca´, raw",Ocimum basilicum L.,Vegetais e derivados,,115,28,"90,2","5,24","1,10","2,66","0,48","4,14","0,00","1,42","0,00","0,16",tr,"0,32","0,00",258,"1,26","4,55","84,2","49,7",260,"0,71","0,15","0,37",1037,518,"0,00","0,60",tr,"0,12",tr,"0,56","0,00",tr,"83,9","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1061B,C1061B,"Alga, ágar ágar, em pó","Seaweed, agar agar, powder", ,Vegetais e derivados,,1422,336,"8,68","80,9","73,2","6,21","0,30","7,70","0,00","3,93","0,00","0,06","0,03","0,10","0,00",625,"21,4",102,770,"52,0",1125,"5,80","0,61","7,40","0,00","0,00","0,00","5,00","0,01","0,22","0,20","0,30","0,00","0,00","0,00","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0222K,C0222K,"Algodão, doce","Candy, cotton", ,Açúcares e doces,,1706,402,"0,02","99,7","99,7","0,00","0,32","0,00","0,00","0,00",,"0,00","0,00","0,00","0,00","1,00","0,05","1,00","0,00","0,00","2,00","0,01","0,01","0,60","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00",NA,NA,"0,00",,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0115B,C0115B,"Alho, cozido, s/ óleo, s/ sal","Garlic, cooked, without oil, unsalted",Allium sativum ,Vegetais e derivados,,514,121,"67,1","25,8","22,6","5,70","0,20","3,19","0,00","1,28","0,00","0,04","0,00","0,10","0,00","13,7","0,81","5,43","21,5",150,541,"0,83","0,15","2,24","0,00","0,00","0,00","0,98","0,17",tr,tr,"0,40","0,00","21,1","1,67","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C0010B,C0010B,"Alho, cru","Garlic, raw",Allium sativum L.,Vegetais e derivados,,514,121,"67,1","25,8","22,6","5,70","0,20","3,19","0,00","1,28","0,00","0,04",tr,"0,10","0,00","13,7","0,81","5,43","21,5",150,541,"0,83","0,15","2,24",tr,tr,"0,00","0,98","0,19",tr,tr,"0,45","0,00","24,8","2,38","0,00","0,00",,,,
http://www.tbca.net.br/base-dados/int_composicao_alimentos.php?cod_produto=C1074B,C1074B,"Alho, em pó","Garlic, powder",Allium sativum L.,Vegetais e derivados,,1464,346,"6,45","72,7","63,7","16,6","0,73","9,00","0,00","3,54","0,00","0,25","0,12","0,18","0,00","79,0","5,65","60,0","77,0",414,1193,"2,99","0,53","23,9","0,00","0,00","0,00","0,67","0,44","0,14","0,80","1,65","0,00","1,20","47,0","0,00","0,00",,,,
